unit,accident,victim,pers_inv,geo,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
NR,COLLIS,KIL,PAS,FR,0,0,0,0,0,0,0,0,0,0,0,4
NR,COLLIS,KIL,PAS,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,HU,0,0,0,0,0,0,0,0,0,4,0,0
NR,COLLIS,KIL,PAS,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,IT,0,19,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,ME,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,MK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,NL,0,0,0,0,0,1,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,PL,0,0,0,0,0,11,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,RO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,SE,0,0,0,0,0,0,0,1,0,0,0,0
NR,COLLIS,KIL,PAS,SI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,SK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,TR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,PAS,UK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,AT,2,0,2,0,2,0,0,0,0,1,0,0
NR,COLLIS,KIL,TOTAL,BE,0,3,0,0,0,1,0,19,0,0,0,0
NR,COLLIS,KIL,TOTAL,BG,0,0,0,0,0,1,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,CH,1,0,0,0,3,1,1,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,CZ,0,0,1,0,0,0,1,1,0,10,1,0
NR,COLLIS,KIL,TOTAL,DE,0,11,2,0,1,8,10,0,1,1,1,0
NR,COLLIS,KIL,TOTAL,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,EE,0,0,0,0,0,0,0,1,0,0,0,0
NR,COLLIS,KIL,TOTAL,EL,1,2,0,0,0,4,0,1,2,0,2,4
NR,COLLIS,KIL,TOTAL,ES,0,0,0,0,0,2,0,2,0,3,0,2
NR,COLLIS,KIL,TOTAL,EU28,4,44,6,4,7,34,12,32,0,0,0,0
NR,COLLIS,KIL,TOTAL,FI,0,0,0,0,0,0,1,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,FR,0,0,0,1,1,0,0,0,0,0,2,9
NR,COLLIS,KIL,TOTAL,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,HU,0,3,0,0,0,0,0,1,0,4,2,0
NR,COLLIS,KIL,TOTAL,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,IT,0,23,0,0,2,0,0,0,1,1,1,3
NR,COLLIS,KIL,TOTAL,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,LU,1,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,LV,0,0,0,0,0,0,0,0,0,2,0,0
NR,COLLIS,KIL,TOTAL,ME,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,MK,0,0,0,0,0,0,0,9,0,0,0,0
NR,COLLIS,KIL,TOTAL,NL,0,0,0,1,0,1,0,0,1,0,0,0
NR,COLLIS,KIL,TOTAL,NO,0,0,0,0,0,0,0,3,0,0,0,0
NR,COLLIS,KIL,TOTAL,PL,0,0,0,1,1,16,0,0,0,0,1,1
NR,COLLIS,KIL,TOTAL,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,TOTAL,RO,0,2,0,0,0,0,0,3,0,0,0,0
NR,COLLIS,KIL,TOTAL,SE,0,0,1,0,0,0,0,1,0,0,0,0
NR,COLLIS,KIL,TOTAL,SI,0,0,0,0,0,0,0,0,0,0,0,1
NR,COLLIS,KIL,TOTAL,SK,0,0,0,0,0,0,0,3,0,0,0,0
NR,COLLIS,KIL,TOTAL,TR,0,0,1,0,0,2,2,1,1,0,0,0
NR,COLLIS,KIL,TOTAL,UK,0,0,0,1,0,1,0,0,2,0,0,1
NR,COLLIS,KIL,UA_PER,AT,1,0,0,0,0,0,0,0,0,1,0,0
NR,COLLIS,KIL,UA_PER,BE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,BG,0,0,0,0,0,1,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,CH,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,CZ,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,DE,0,0,1,0,0,1,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,EL,1,0,0,0,0,4,0,1,2,0,2,2
NR,COLLIS,KIL,UA_PER,ES,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,EU28,2,0,2,2,1,7,0,4,0,0,0,0
NR,COLLIS,KIL,UA_PER,FI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,FR,0,0,0,1,1,0,0,0,0,0,0,3
NR,COLLIS,KIL,UA_PER,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,HU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,IT,0,0,0,0,0,0,0,0,0,1,1,0
NR,COLLIS,KIL,UA_PER,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,NL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,PL,0,0,0,1,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,RO,0,0,0,0,0,0,0,3,0,0,0,0
NR,COLLIS,KIL,UA_PER,SE,0,0,1,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,SI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,SK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UA_PER,UK,0,0,0,0,0,1,0,0,2,0,0,0
NR,COLLIS,KIL,UNK,ME,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UNK,MK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS,KIL,UNK,TR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,AT,0,0,0,0,0,0,0,1,2,0,2,4
NR,COLLIS_X_LVLCROS,INJ,EMP,BE,0,0,0,0,0,1,0,2,0,4,1,0
NR,COLLIS_X_LVLCROS,INJ,EMP,BG,0,0,0,0,0,3,0,0,0,0,2,2
NR,COLLIS_X_LVLCROS,INJ,EMP,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,CZ,0,0,0,0,0,0,0,0,1,1,0,2
NR,COLLIS_X_LVLCROS,INJ,EMP,DE,0,0,0,0,0,1,2,0,6,5,4,8
NR,COLLIS_X_LVLCROS,INJ,EMP,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,EL,0,0,0,0,0,1,0,0,0,0,0,3
NR,COLLIS_X_LVLCROS,INJ,EMP,ES,0,0,0,0,0,1,0,1,0,0,1,0
NR,COLLIS_X_LVLCROS,INJ,EMP,EU28,0,0,0,0,0,17,8,23,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,FI,0,0,0,0,0,0,0,0,0,2,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,FR,0,0,0,0,0,3,0,1,1,2,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,HR,0,0,0,0,0,2,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,HU,0,0,0,0,0,0,0,1,0,0,1,0
NR,COLLIS_X_LVLCROS,INJ,EMP,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,IT,0,0,0,0,0,0,0,1,0,0,1,0
NR,COLLIS_X_LVLCROS,INJ,EMP,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,NL,0,0,0,0,0,1,0,0,1,0,1,0
NR,COLLIS_X_LVLCROS,INJ,EMP,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,PL,0,0,0,0,0,2,5,4,1,3,1,2
NR,COLLIS_X_LVLCROS,INJ,EMP,PT,0,0,0,0,0,0,0,0,0,0,0,1
NR,COLLIS_X_LVLCROS,INJ,EMP,RO,0,0,0,0,0,0,0,8,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,SE,0,0,0,0,0,0,0,1,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,SI,0,0,0,0,0,0,1,0,0,3,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,SK,0,0,0,0,0,2,0,3,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,EMP,UK,0,0,0,0,0,0,0,0,0,0,0,1
NR,COLLIS_X_LVLCROS,INJ,LV_USR,AT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,BE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,BG,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,CZ,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,DE,0,0,0,0,0,0,0,0,0,0,1,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,EL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,ES,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,EU28,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,FI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,FR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,HU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,IT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,NL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,PL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,RO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,SE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,SI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,SK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,LV_USR,UK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,AT,0,0,0,0,0,0,0,0,3,0,1,0
NR,COLLIS_X_LVLCROS,INJ,OTH,BE,0,0,0,0,0,0,0,0,0,1,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,BG,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,CZ,0,0,0,0,0,0,0,0,0,1,0,1
NR,COLLIS_X_LVLCROS,INJ,OTH,DE,0,0,0,0,0,5,1,1,3,2,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,EL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,ES,0,0,0,0,0,1,0,0,1,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,EU28,0,0,0,0,0,6,2,2,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,FI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,FR,0,0,0,0,0,0,0,0,0,0,2,0
NR,COLLIS_X_LVLCROS,INJ,OTH,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,HU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,IT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,NL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,NO,0,0,0,0,0,0,0,4,1,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,PL,0,0,0,0,0,0,1,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,RO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,SE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,SI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,SK,0,0,0,0,0,0,0,1,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,OTH,UK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,AT,0,0,0,0,0,0,0,2,0,0,1,1
NR,COLLIS_X_LVLCROS,INJ,PAS,BE,0,0,0,0,0,0,0,169,0,10,2,0
NR,COLLIS_X_LVLCROS,INJ,PAS,BG,0,0,0,0,0,0,0,0,1,0,0,29
NR,COLLIS_X_LVLCROS,INJ,PAS,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,CZ,0,0,0,0,0,0,4,1,0,0,1,1
NR,COLLIS_X_LVLCROS,INJ,PAS,DE,0,0,0,0,0,0,23,3,0,21,3,2
NR,COLLIS_X_LVLCROS,INJ,PAS,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,EL,0,0,0,0,0,0,0,0,0,0,2,2
NR,COLLIS_X_LVLCROS,INJ,PAS,ES,0,0,0,0,0,1,0,0,0,0,1,0
NR,COLLIS_X_LVLCROS,INJ,PAS,EU28,0,0,0,0,0,97,33,203,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,FI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,FR,0,0,0,0,0,1,0,0,2,0,0,2
NR,COLLIS_X_LVLCROS,INJ,PAS,HR,0,0,0,0,0,1,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,HU,0,0,0,0,0,0,0,0,0,3,3,2
NR,COLLIS_X_LVLCROS,INJ,PAS,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,IT,0,0,0,0,0,0,0,0,18,0,0,15
NR,COLLIS_X_LVLCROS,INJ,PAS,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,NL,0,0,0,0,0,28,0,0,0,0,0,4
NR,COLLIS_X_LVLCROS,INJ,PAS,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,PL,0,0,0,0,0,59,0,9,0,3,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,PT,0,0,0,0,0,2,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,RO,0,0,0,0,0,0,0,0,3,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,SE,0,0,0,0,0,0,1,8,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,SI,0,0,0,0,0,0,5,0,0,4,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,SK,0,0,0,0,0,5,0,11,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,PAS,UK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,AT,0,0,0,0,0,0,0,3,5,0,4,5
NR,COLLIS_X_LVLCROS,INJ,TOTAL,BE,0,0,0,0,0,1,0,171,0,15,3,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,BG,0,0,0,0,0,3,0,0,4,5,4,31
NR,COLLIS_X_LVLCROS,INJ,TOTAL,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,CZ,0,0,0,0,0,0,4,1,1,30,1,4
NR,COLLIS_X_LVLCROS,INJ,TOTAL,DE,0,0,0,0,0,6,26,4,9,28,8,10
NR,COLLIS_X_LVLCROS,INJ,TOTAL,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,EL,0,0,0,0,0,1,0,2,0,0,2,5
NR,COLLIS_X_LVLCROS,INJ,TOTAL,ES,0,0,0,0,0,3,0,1,1,0,2,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,EU28,0,0,0,0,0,120,45,236,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,FI,0,0,0,0,0,0,0,0,0,2,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,FR,0,0,0,0,0,4,1,1,3,2,2,3
NR,COLLIS_X_LVLCROS,INJ,TOTAL,HR,0,0,0,0,0,3,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,HU,0,0,0,0,0,0,0,1,0,3,4,2
NR,COLLIS_X_LVLCROS,INJ,TOTAL,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,IT,0,0,0,0,0,0,0,1,18,0,1,15
NR,COLLIS_X_LVLCROS,INJ,TOTAL,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,NL,0,0,0,0,0,29,0,0,1,0,1,4
NR,COLLIS_X_LVLCROS,INJ,TOTAL,NO,0,0,0,0,0,0,0,4,1,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,PL,0,0,0,0,0,61,6,13,1,6,1,2
NR,COLLIS_X_LVLCROS,INJ,TOTAL,PT,0,0,0,0,0,2,0,0,0,0,0,1
NR,COLLIS_X_LVLCROS,INJ,TOTAL,RO,0,0,0,0,0,0,1,14,3,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,SE,0,0,0,0,0,0,1,9,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,SI,0,0,0,0,0,0,6,0,2,7,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,SK,0,0,0,0,0,7,0,15,0,1,0,0
NR,COLLIS_X_LVLCROS,INJ,TOTAL,UK,0,0,0,0,0,0,0,0,0,0,0,1
NR,COLLIS_X_LVLCROS,INJ,UA_PER,AT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,BE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,BG,0,0,0,0,0,0,0,0,3,5,2,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,CZ,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,DE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,EE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,EL,0,0,0,0,0,0,0,2,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,ES,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,EU28,0,0,0,0,0,0,2,8,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,FI,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,FR,0,0,0,0,0,0,1,0,0,0,0,1
NR,COLLIS_X_LVLCROS,INJ,UA_PER,HR,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,HU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,IE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,IT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,LT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,LU,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,LV,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,NL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,NO,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,PL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,PT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,RO,0,0,0,0,0,0,1,6,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,SE,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,SI,0,0,0,0,0,0,0,0,2,0,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,SK,0,0,0,0,0,0,0,0,0,1,0,0
NR,COLLIS_X_LVLCROS,INJ,UA_PER,UK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,AT,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,BE,0,0,0,0,0,1,0,1,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,BG,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,CHUNNEL,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,CZ,0,0,0,0,0,0,0,0,0,2,1,0
NR,COLLIS_X_LVLCROS,KIL,EMP,DE,0,0,0,0,0,4,2,0,1,1,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,DK,0,0,0,0,0,0,0,0,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,EE,0,0,0,0,0,0,0,1,0,0,0,0
NR,COLLIS_X_LVLCROS,KIL,EMP,EL,0,0,0,0,0,0,0,0,0,0,0,1
NR,COLLIS_X_LVLCROS,KIL,EMP,ES,0,0,0,0,0,0,0,2,0,1,0,2
